county,precinct,office,district,party,candidate,votes,winner
Montgomery,,President,,Libertarian,Harry Browne/Art Olivier,165,
Montgomery,,President,,Reform,Pat Buchanan/Ezola Foster,97,
Montgomery,,President,,Green,Ralph Nader/Winona LaDuke,3033,
Montgomery,,President,,Constitution,Howard Phillips/J. Curtis Frazier,14,
Montgomery,,President,,Democratic,Mike K. Brown,0,
Montgomery,,President,,Republican,Isabell Masters,0,
Montgomery,,President,,Other Candidates,John Hagelin,15,
Montgomery,,President,,Unaffiliated,Alonzo Crawford,1,
Montgomery,,President,,Unaffiliated,Earnest Lee Easton,0,
Montgomery,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Montgomery,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Montgomery,,President,,Unaffiliated,Raj Alison Officewala,0,
Montgomery,,President,,Unaffiliated,Daniel J. Pearlman,0,
Montgomery,,President,,Unaffiliated,Jeffrey Peters,0,
Montgomery,,President,,Unaffiliated,Sylvester J. Pettway,0,
Montgomery,,President,,Unaffiliated,Joe Schriner,0,
Montgomery,,President,,Unaffiliated,Michael F. Sterba,0,
Montgomery,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Montgomery,,President,,,Other Write-ins,73,
Prince George's,,President,,Democratic,Al Gore/Joe Lieberman,131856,TRUE
Prince George's,,President,,Republican,George W. Bush/Dick Cheney,14184,
Prince George's,,President,,Libertarian,Harry Browne/Art Olivier,166,
Prince George's,,President,,Reform,Pat Buchanan/Ezola Foster,211,
Prince George's,,President,,Green,Ralph Nader/Winona LaDuke,1347,
Prince George's,,President,,Constitution,Howard Phillips/J. Curtis Frazier,71,
Prince George's,,President,,Democratic,Mike K. Brown,0,
Prince George's,,President,,Republican,Isabell Masters,0,
Prince George's,,President,,Other Candidates,John Hagelin,0,
Prince George's,,President,,Unaffiliated,Alonzo Crawford,0,
Prince George's,,President,,Unaffiliated,Earnest Lee Easton,0,
Prince George's,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Prince George's,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Prince George's,,President,,Unaffiliated,Raj Alison Officewala,0,
Prince George's,,President,,Unaffiliated,Daniel J. Pearlman,0,
Prince George's,,President,,Unaffiliated,Jeffrey Peters,0,
Prince George's,,President,,Unaffiliated,Sylvester J. Pettway,0,
Prince George's,,President,,Unaffiliated,Joe Schriner,0,
Prince George's,,President,,Unaffiliated,Michael F. Sterba,0,
Prince George's,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Prince George's,,President,,,Other Write-ins,0,
Anne Arundel,,President,,Democratic,Al Gore/Joe Lieberman,18269,TRUE
Anne Arundel,,President,,Republican,George W. Bush/Dick Cheney,22079,
Anne Arundel,,President,,Libertarian,Harry Browne/Art Olivier,137,
Anne Arundel,,President,,Reform,Pat Buchanan/Ezola Foster,88,
Anne Arundel,,President,,Green,Ralph Nader/Winona LaDuke,1124,
Anne Arundel,,President,,Constitution,Howard Phillips/J. Curtis Frazier,26,
Anne Arundel,,President,,Democratic,Mike K. Brown,0,
Anne Arundel,,President,,Republican,Isabell Masters,0,
Anne Arundel,,President,,Other Candidates,John Hagelin,0,
Anne Arundel,,President,,Unaffiliated,Alonzo Crawford,0,
Anne Arundel,,President,,Unaffiliated,Earnest Lee Easton,0,
Anne Arundel,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Anne Arundel,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Anne Arundel,,President,,Unaffiliated,Raj Alison Officewala,0,
Anne Arundel,,President,,Unaffiliated,Daniel J. Pearlman,0,
Anne Arundel,,President,,Unaffiliated,Jeffrey Peters,0,
Anne Arundel,,President,,Unaffiliated,Sylvester J. Pettway,0,
Anne Arundel,,President,,Unaffiliated,Joe Schriner,0,
Anne Arundel,,President,,Unaffiliated,Michael F. Sterba,0,
Anne Arundel,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Anne Arundel,,President,,,Other Write-ins,42,
Calvert,,President,,Democratic,Al Gore/Joe Lieberman,12986,TRUE
Calvert,,President,,Republican,George W. Bush/Dick Cheney,16004,
Calvert,,President,,Libertarian,Harry Browne/Art Olivier,69,
Calvert,,President,,Reform,Pat Buchanan/Ezola Foster,65,
Calvert,,President,,Green,Ralph Nader/Winona LaDuke,660,
Calvert,,President,,Constitution,Howard Phillips/J. Curtis Frazier,10,
Calvert,,President,,Democratic,Mike K. Brown,0,
Calvert,,President,,Republican,Isabell Masters,0,
Calvert,,President,,Other Candidates,John Hagelin,0,
Calvert,,President,,Unaffiliated,Alonzo Crawford,0,
Calvert,,President,,Unaffiliated,Earnest Lee Easton,0,
Calvert,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Calvert,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Calvert,,President,,Unaffiliated,Raj Alison Officewala,0,
Calvert,,President,,Unaffiliated,Daniel J. Pearlman,0,
Calvert,,President,,Unaffiliated,Jeffrey Peters,0,
Calvert,,President,,Unaffiliated,Sylvester J. Pettway,0,
Calvert,,President,,Unaffiliated,Joe Schriner,0,
Calvert,,President,,Unaffiliated,Michael F. Sterba,0,
Calvert,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Calvert,,President,,,Other Write-ins,12,
Charles,,President,,Democratic,Al Gore/Joe Lieberman,21873,TRUE
Charles,,President,,Republican,George W. Bush/Dick Cheney,21768,
Charles,,President,,Libertarian,Harry Browne/Art Olivier,74,
Charles,,President,,Reform,Pat Buchanan/Ezola Foster,77,
Charles,,President,,Green,Ralph Nader/Winona LaDuke,755,
Charles,,President,,Constitution,Howard Phillips/J. Curtis Frazier,12,
Charles,,President,,Democratic,Mike K. Brown,0,
Charles,,President,,Republican,Isabell Masters,0,
Charles,,President,,Other Candidates,John Hagelin,2,
Charles,,President,,Unaffiliated,Alonzo Crawford,0,
Charles,,President,,Unaffiliated,Earnest Lee Easton,0,
Charles,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Charles,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Charles,,President,,Unaffiliated,Raj Alison Officewala,0,
Charles,,President,,Unaffiliated,Daniel J. Pearlman,0,
Charles,,President,,Unaffiliated,Jeffrey Peters,0,
Charles,,President,,Unaffiliated,Sylvester J. Pettway,0,
Charles,,President,,Unaffiliated,Joe Schriner,0,
Charles,,President,,Unaffiliated,Michael F. Sterba,0,
Charles,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Charles,,President,,,Other Write-ins,31,
Prince George's,,President,,Democratic,Al Gore/Joe Lieberman,84263,TRUE
Prince George's,,President,,Republican,George W. Bush/Dick Cheney,35803,
Prince George's,,President,,Libertarian,Harry Browne/Art Olivier,398,
Prince George's,,President,,Reform,Pat Buchanan/Ezola Foster,308,
Prince George's,,President,,Green,Ralph Nader/Winona LaDuke,3150,
Prince George's,,President,,Constitution,Howard Phillips/J. Curtis Frazier,73,
Prince George's,,President,,Democratic,Mike K. Brown,0,
Prince George's,,President,,Republican,Isabell Masters,0,
Prince George's,,President,,Other Candidates,John Hagelin,0,
Prince George's,,President,,Unaffiliated,Alonzo Crawford,0,
Prince George's,,President,,Unaffiliated,Earnest Lee Easton,0,
Prince George's,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Prince George's,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Prince George's,,President,,Unaffiliated,Raj Alison Officewala,0,
Prince George's,,President,,Unaffiliated,Daniel J. Pearlman,0,
Prince George's,,President,,Unaffiliated,Jeffrey Peters,0,
Prince George's,,President,,Unaffiliated,Sylvester J. Pettway,0,
Prince George's,,President,,Unaffiliated,Joe Schriner,0,
Prince George's,,President,,Unaffiliated,Michael F. Sterba,0,
Prince George's,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Prince George's,,President,,,Other Write-ins,0,
St. Mary's,,President,,Democratic,Al Gore/Joe Lieberman,11912,TRUE
St. Mary's,,President,,Republican,George W. Bush/Dick Cheney,16856,
St. Mary's,,President,,Libertarian,Harry Browne/Art Olivier,68,
St. Mary's,,President,,Reform,Pat Buchanan/Ezola Foster,66,
St. Mary's,,President,,Green,Ralph Nader/Winona LaDuke,568,
St. Mary's,,President,,Constitution,Howard Phillips/J. Curtis Frazier,19,
St. Mary's,,President,,Democratic,Mike K. Brown,0,
St. Mary's,,President,,Republican,Isabell Masters,0,
St. Mary's,,President,,Other Candidates,John Hagelin,0,
St. Mary's,,President,,Unaffiliated,Alonzo Crawford,0,
St. Mary's,,President,,Unaffiliated,Earnest Lee Easton,0,
St. Mary's,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
St. Mary's,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
St. Mary's,,President,,Unaffiliated,Raj Alison Officewala,0,
St. Mary's,,President,,Unaffiliated,Daniel J. Pearlman,0,
St. Mary's,,President,,Unaffiliated,Jeffrey Peters,0,
St. Mary's,,President,,Unaffiliated,Sylvester J. Pettway,0,
St. Mary's,,President,,Unaffiliated,Joe Schriner,0,
St. Mary's,,President,,Unaffiliated,Michael F. Sterba,0,
St. Mary's,,President,,Unaffiliated,Gloria Dawn Strickland,0,
St. Mary's,,President,,,Other Write-ins,12,
Allegany,,President,,Democratic,Al Gore/Joe Lieberman,10894,
Allegany,,President,,Republican,George W. Bush/Dick Cheney,14656,TRUE
Allegany,,President,,Libertarian,Harry Browne/Art Olivier,81,
Allegany,,President,,Reform,Pat Buchanan/Ezola Foster,99,
Allegany,,President,,Green,Ralph Nader/Winona LaDuke,610,
Allegany,,President,,Constitution,Howard Phillips/J. Curtis Frazier,16,
Allegany,,President,,Democratic,Mike K. Brown,0,
Allegany,,President,,Republican,Isabell Masters,0,
Allegany,,President,,Other Candidates,John Hagelin,0,
Allegany,,President,,Unaffiliated,Alonzo Crawford,0,
Allegany,,President,,Unaffiliated,Earnest Lee Easton,0,
Allegany,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Allegany,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Allegany,,President,,Unaffiliated,Raj Alison Officewala,0,
Allegany,,President,,Unaffiliated,Daniel J. Pearlman,0,
Allegany,,President,,Unaffiliated,Jeffrey Peters,0,
Allegany,,President,,Unaffiliated,Sylvester J. Pettway,0,
Allegany,,President,,Unaffiliated,Joe Schriner,0,
Allegany,,President,,Unaffiliated,Michael F. Sterba,0,
Allegany,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Allegany,,President,,,Other Write-ins,15,
Carroll,,President,,Democratic,Al Gore/Joe Lieberman,20146,
Carroll,,President,,Republican,George W. Bush/Dick Cheney,41742,TRUE
Carroll,,President,,Libertarian,Harry Browne/Art Olivier,209,
Carroll,,President,,Reform,Pat Buchanan/Ezola Foster,154,
Carroll,,President,,Green,Ralph Nader/Winona LaDuke,1681,
Carroll,,President,,Constitution,Howard Phillips/J. Curtis Frazier,43,
Carroll,,President,,Democratic,Mike K. Brown,0,
Carroll,,President,,Republican,Isabell Masters,0,
Carroll,,President,,Other Candidates,John Hagelin,0,
Carroll,,President,,Unaffiliated,Alonzo Crawford,0,
Carroll,,President,,Unaffiliated,Earnest Lee Easton,0,
Carroll,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Carroll,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Carroll,,President,,Unaffiliated,Raj Alison Officewala,0,
Carroll,,President,,Unaffiliated,Daniel J. Pearlman,0,
Carroll,,President,,Unaffiliated,Jeffrey Peters,0,
Carroll,,President,,Unaffiliated,Sylvester J. Pettway,0,
Carroll,,President,,Unaffiliated,Joe Schriner,0,
Carroll,,President,,Unaffiliated,Michael F. Sterba,0,
Carroll,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Carroll,,President,,,Other Write-ins,52,
Frederick,,President,,Democratic,Al Gore/Joe Lieberman,30725,
Frederick,,President,,Republican,George W. Bush/Dick Cheney,45350,TRUE
Frederick,,President,,Libertarian,Harry Browne/Art Olivier,224,
Frederick,,President,,Reform,Pat Buchanan/Ezola Foster,182,
Frederick,,President,,Green,Ralph Nader/Winona LaDuke,2052,
Frederick,,President,,Constitution,Howard Phillips/J. Curtis Frazier,47,
Frederick,,President,,Democratic,Mike K. Brown,0,
Frederick,,President,,Republican,Isabell Masters,0,
Frederick,,President,,Other Candidates,John Hagelin,8,
Frederick,,President,,Unaffiliated,Alonzo Crawford,0,
Frederick,,President,,Unaffiliated,Earnest Lee Easton,0,
Frederick,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Frederick,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Frederick,,President,,Unaffiliated,Raj Alison Officewala,1,
Frederick,,President,,Unaffiliated,Daniel J. Pearlman,0,
Frederick,,President,,Unaffiliated,Jeffrey Peters,0,
Frederick,,President,,Unaffiliated,Sylvester J. Pettway,0,
Frederick,,President,,Unaffiliated,Joe Schriner,0,
Frederick,,President,,Unaffiliated,Michael F. Sterba,0,
Frederick,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Frederick,,President,,,Other Write-ins,72,
Garrett,,President,,Democratic,Al Gore/Joe Lieberman,2872,
Garrett,,President,,Republican,George W. Bush/Dick Cheney,7514,TRUE
Garrett,,President,,Libertarian,Harry Browne/Art Olivier,27,
Garrett,,President,,Reform,Pat Buchanan/Ezola Foster,27,
Garrett,,President,,Green,Ralph Nader/Winona LaDuke,203,
Garrett,,President,,Constitution,Howard Phillips/J. Curtis Frazier,7,
Garrett,,President,,Democratic,Mike K. Brown,0,
Garrett,,President,,Republican,Isabell Masters,0,
Garrett,,President,,Other Candidates,John Hagelin,0,
Garrett,,President,,Unaffiliated,Alonzo Crawford,0,
Garrett,,President,,Unaffiliated,Earnest Lee Easton,0,
Garrett,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Garrett,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Garrett,,President,,Unaffiliated,Raj Alison Officewala,0,
Garrett,,President,,Unaffiliated,Daniel J. Pearlman,0,
Garrett,,President,,Unaffiliated,Jeffrey Peters,0,
Garrett,,President,,Unaffiliated,Sylvester J. Pettway,0,
Garrett,,President,,Unaffiliated,Joe Schriner,0,
Garrett,,President,,Unaffiliated,Michael F. Sterba,0,
Garrett,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Garrett,,President,,,Other Write-ins,5,
Howard,,President,,Democratic,Al Gore/Joe Lieberman,29356,
Howard,,President,,Republican,George W. Bush/Dick Cheney,32669,TRUE
Howard,,President,,Libertarian,Harry Browne/Art Olivier,211,
Howard,,President,,Reform,Pat Buchanan/Ezola Foster,122,
Howard,,President,,Green,Ralph Nader/Winona LaDuke,2015,
Howard,,President,,Constitution,Howard Phillips/J. Curtis Frazier,17,
Howard,,President,,Democratic,Mike K. Brown,0,
Howard,,President,,Republican,Isabell Masters,0,
Howard,,President,,Other Candidates,John Hagelin,5,
Howard,,President,,Unaffiliated,Alonzo Crawford,0,
Howard,,President,,Unaffiliated,Earnest Lee Easton,0,
Howard,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Howard,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Howard,,President,,Unaffiliated,Raj Alison Officewala,0,
Howard,,President,,Unaffiliated,Daniel J. Pearlman,0,
Howard,,President,,Unaffiliated,Jeffrey Peters,0,
Howard,,President,,Unaffiliated,Sylvester J. Pettway,0,
Howard,,President,,Unaffiliated,Joe Schriner,0,
Howard,,President,,Unaffiliated,Michael F. Sterba,0,
Howard,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Howard,,President,,,Other Write-ins,75,
Washington,,President,,Democratic,Al Gore/Joe Lieberman,18221,
Washington,,President,,Republican,George W. Bush/Dick Cheney,27948,TRUE
Washington,,President,,Libertarian,Harry Browne/Art Olivier,105,
Washington,,President,,Reform,Pat Buchanan/Ezola Foster,117,
Washington,,President,,Green,Ralph Nader/Winona LaDuke,1027,
Washington,,President,,Constitution,Howard Phillips/J. Curtis Frazier,21,
Washington,,President,,Democratic,Mike K. Brown,0,
Washington,,President,,Republican,Isabell Masters,0,
Washington,,President,,Other Candidates,John Hagelin,5,
Washington,,President,,Unaffiliated,Alonzo Crawford,0,
Washington,,President,,Unaffiliated,Earnest Lee Easton,0,
Washington,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Washington,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Washington,,President,,Unaffiliated,Raj Alison Officewala,0,
Washington,,President,,Unaffiliated,Daniel J. Pearlman,0,
Washington,,President,,Unaffiliated,Jeffrey Peters,0,
Washington,,President,,Unaffiliated,Sylvester J. Pettway,0,
Washington,,President,,Unaffiliated,Joe Schriner,0,
Washington,,President,,Unaffiliated,Michael F. Sterba,0,
Washington,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Washington,,President,,,Other Write-ins,26,
Baltimore City,,President,,Democratic,Al Gore/Joe Lieberman,105174,TRUE
Baltimore City,,President,,Republican,George W. Bush/Dick Cheney,6970,
Baltimore City,,President,,Libertarian,Harry Browne/Art Olivier,165,
Baltimore City,,President,,Reform,Pat Buchanan/Ezola Foster,146,
Baltimore City,,President,,Green,Ralph Nader/Winona LaDuke,2497,
Baltimore City,,President,,Constitution,Howard Phillips/J. Curtis Frazier,52,
Baltimore City,,President,,Democratic,Mike K. Brown,0,
Baltimore City,,President,,Republican,Isabell Masters,0,
Baltimore City,,President,,Other Candidates,John Hagelin,0,
Baltimore City,,President,,Unaffiliated,Alonzo Crawford,0,
Baltimore City,,President,,Unaffiliated,Earnest Lee Easton,0,
Baltimore City,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Baltimore City,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Baltimore City,,President,,Unaffiliated,Raj Alison Officewala,0,
Baltimore City,,President,,Unaffiliated,Daniel J. Pearlman,0,
Baltimore City,,President,,Unaffiliated,Jeffrey Peters,0,
Baltimore City,,President,,Unaffiliated,Sylvester J. Pettway,0,
Baltimore City,,President,,Unaffiliated,Joe Schriner,0,
Baltimore City,,President,,Unaffiliated,Michael F. Sterba,0,
Baltimore City,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Baltimore City,,President,,,Other Write-ins,0,
Baltimore,,President,,Democratic,Al Gore/Joe Lieberman,35691,TRUE
Baltimore,,President,,Republican,George W. Bush/Dick Cheney,16245,
Baltimore,,President,,Libertarian,Harry Browne/Art Olivier,141,
Baltimore,,President,,Reform,Pat Buchanan/Ezola Foster,122,
Baltimore,,President,,Green,Ralph Nader/Winona LaDuke,1413,
Baltimore,,President,,Constitution,Howard Phillips/J. Curtis Frazier,32,
Baltimore,,President,,Democratic,Mike K. Brown,0,
Baltimore,,President,,Republican,Isabell Masters,0,
Baltimore,,President,,Other Candidates,John Hagelin,4,
Baltimore,,President,,Unaffiliated,Alonzo Crawford,0,
Baltimore,,President,,Unaffiliated,Earnest Lee Easton,0,
Baltimore,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,0,
Baltimore,,President,,Unaffiliated,Rachelle OneFamily Miller,0,
Baltimore,,President,,Unaffiliated,Raj Alison Officewala,1,
Baltimore,,President,,Unaffiliated,Daniel J. Pearlman,0,
Baltimore,,President,,Unaffiliated,Jeffrey Peters,0,
Baltimore,,President,,Unaffiliated,Sylvester J. Pettway,0,
Baltimore,,President,,Unaffiliated,Joe Schriner,0,
Baltimore,,President,,Unaffiliated,Michael F. Sterba,0,
Baltimore,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Baltimore,,President,,,Other Write-ins,37,
Montgomery,,President,,Democratic,Al Gore/Joe Lieberman,183670,TRUE
Montgomery,,President,,Republican,George W. Bush/Dick Cheney,110356,
Montgomery,,President,,Libertarian,Harry Browne/Art Olivier,830,
Montgomery,,President,,Reform,Pat Buchanan/Ezola Foster,496,
Montgomery,,President,,Green,Ralph Nader/Winona LaDuke,9452,
Montgomery,,President,,Constitution,Howard Phillips/J. Curtis Frazier,101,
Montgomery,,President,,Democratic,Mike K. Brown,0,
Montgomery,,President,,Republican,Isabell Masters,0,
Montgomery,,President,,Other Candidates,John Hagelin,61,
Montgomery,,President,,Unaffiliated,Alonzo Crawford,0,
Montgomery,,President,,Unaffiliated,Earnest Lee Easton,1,
Montgomery,,President,,Unaffiliated,Forrest C. LaBelle/Tim Locke,1,
Montgomery,,President,,Unaffiliated,Rachelle OneFamily Miller,2,
Montgomery,,President,,Unaffiliated,Raj Alison Officewala,2,
Montgomery,,President,,Unaffiliated,Daniel J. Pearlman,1,
Montgomery,,President,,Unaffiliated,Jeffrey Peters,1,
Montgomery,,President,,Unaffiliated,Sylvester J. Pettway,0,
Montgomery,,President,,Unaffiliated,Joe Schriner,1,
Montgomery,,President,,Unaffiliated,Michael F. Sterba,0,
Montgomery,,President,,Unaffiliated,Gloria Dawn Strickland,0,
Montgomery,,President,,,Other Write-ins,308,
Allegany,,U.S. Senator,,Democratic,Paul S. Sarbanes,12638,TRUE
Allegany,,U.S. Senator,,Republican,Paul H. Rappaport,8768,
Allegany,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Allegany,,U.S. Senator,,,Other Write-ins,2,
Anne Arundel,,U.S. Senator,,Democratic,Paul S. Sarbanes,101627,TRUE
Anne Arundel,,U.S. Senator,,Republican,Paul H. Rappaport,95737,
Anne Arundel,,U.S. Senator,,Republican,Corrogan R. Vaughn,17,
Anne Arundel,,U.S. Senator,,,Other Write-ins,177,
Baltimore City,,U.S. Senator,,Democratic,Paul S. Sarbanes,158260,TRUE
Baltimore City,,U.S. Senator,,Republican,Paul H. Rappaport,24019,
Baltimore City,,U.S. Senator,,Republican,Corrogan R. Vaughn,5,
Baltimore City,,U.S. Senator,,,Other Write-ins,157,
Baltimore,,U.S. Senator,,Democratic,Paul S. Sarbanes,175551,TRUE
Baltimore,,U.S. Senator,,Republican,Paul H. Rappaport,122601,
Baltimore,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Baltimore,,U.S. Senator,,,Other Write-ins,302,
Calvert,,U.S. Senator,,Democratic,Paul S. Sarbanes,15305,TRUE
Calvert,,U.S. Senator,,Republican,Paul H. Rappaport,13618,
Calvert,,U.S. Senator,,Republican,Corrogan R. Vaughn,4,
Calvert,,U.S. Senator,,,Other Write-ins,24,
Caroline,,U.S. Senator,,Democratic,Paul S. Sarbanes,4239,TRUE
Caroline,,U.S. Senator,,Republican,Paul H. Rappaport,4472,
Caroline,,U.S. Senator,,Republican,Corrogan R. Vaughn,1,
Caroline,,U.S. Senator,,,Other Write-ins,7,
Carroll,,U.S. Senator,,Democratic,Paul S. Sarbanes,23781,TRUE
Carroll,,U.S. Senator,,Republican,Paul H. Rappaport,38790,
Carroll,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Carroll,,U.S. Senator,,,Other Write-ins,59,
Cecil,,U.S. Senator,,Democratic,Paul S. Sarbanes,14168,TRUE
Cecil,,U.S. Senator,,Republican,Paul H. Rappaport,13955,
Cecil,,U.S. Senator,,Republican,Corrogan R. Vaughn,1,
Cecil,,U.S. Senator,,,Other Write-ins,24,
Charles,,U.S. Senator,,Democratic,Paul S. Sarbanes,25278,TRUE
Charles,,U.S. Senator,,Republican,Paul H. Rappaport,18321,
Charles,,U.S. Senator,,Republican,Corrogan R. Vaughn,1,
Charles,,U.S. Senator,,,Other Write-ins,24,
Dorchester,,U.S. Senator,,Democratic,Paul S. Sarbanes,5724,TRUE
Dorchester,,U.S. Senator,,Republican,Paul H. Rappaport,4276,
Dorchester,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Dorchester,,U.S. Senator,,,Other Write-ins,0,
Frederick,,U.S. Senator,,Democratic,Paul S. Sarbanes,37315,TRUE
Frederick,,U.S. Senator,,Republican,Paul H. Rappaport,39031,
Frederick,,U.S. Senator,,Republican,Corrogan R. Vaughn,3,
Frederick,,U.S. Senator,,,Other Write-ins,76,
Garrett,,U.S. Senator,,Democratic,Paul S. Sarbanes,4319,TRUE
Garrett,,U.S. Senator,,Republican,Paul H. Rappaport,5858,
Garrett,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Garrett,,U.S. Senator,,,Other Write-ins,0,
Harford,,U.S. Senator,,Democratic,Paul S. Sarbanes,41679,TRUE
Harford,,U.S. Senator,,Republican,Paul H. Rappaport,48322,
Harford,,U.S. Senator,,Republican,Corrogan R. Vaughn,8,
Harford,,U.S. Senator,,,Other Write-ins,68,
Howard,,U.S. Senator,,Democratic,Paul S. Sarbanes,62636,TRUE
Howard,,U.S. Senator,,Republican,Paul H. Rappaport,47786,
Howard,,U.S. Senator,,Republican,Corrogan R. Vaughn,22,
Howard,,U.S. Senator,,,Other Write-ins,97,
Kent,,U.S. Senator,,Democratic,Paul S. Sarbanes,4346,TRUE
Kent,,U.S. Senator,,Republican,Paul H. Rappaport,3481,
Kent,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Kent,,U.S. Senator,,,Other Write-ins,4,
Montgomery,,U.S. Senator,,Democratic,Paul S. Sarbanes,250664,TRUE
Montgomery,,U.S. Senator,,Republican,Paul H. Rappaport,109911,
Montgomery,,U.S. Senator,,Republican,Corrogan R. Vaughn,41,
Montgomery,,U.S. Senator,,,Other Write-ins,447,
Prince George's,,U.S. Senator,,Democratic,Paul S. Sarbanes,204622,TRUE
Prince George's,,U.S. Senator,,Republican,Paul H. Rappaport,40033,
Prince George's,,U.S. Senator,,Republican,Corrogan R. Vaughn,5,
Prince George's,,U.S. Senator,,,Other Write-ins,13,
Queen Anne's,,U.S. Senator,,Democratic,Paul S. Sarbanes,7539,TRUE
Queen Anne's,,U.S. Senator,,Republican,Paul H. Rappaport,8775,
Queen Anne's,,U.S. Senator,,Republican,Corrogan R. Vaughn,2,
Queen Anne's,,U.S. Senator,,,Other Write-ins,7,
Somerset,,U.S. Senator,,Democratic,Paul S. Sarbanes,4681,TRUE
Somerset,,U.S. Senator,,Republican,Paul H. Rappaport,2536,
Somerset,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Somerset,,U.S. Senator,,,Other Write-ins,2,
St. Mary's,,U.S. Senator,,Democratic,Paul S. Sarbanes,15273,TRUE
St. Mary's,,U.S. Senator,,Republican,Paul H. Rappaport,13357,
St. Mary's,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
St. Mary's,,U.S. Senator,,,Other Write-ins,21,
Talbot,,U.S. Senator,,Democratic,Paul S. Sarbanes,6996,TRUE
Talbot,,U.S. Senator,,Republican,Paul H. Rappaport,7820,
Talbot,,U.S. Senator,,Republican,Corrogan R. Vaughn,1,
Talbot,,U.S. Senator,,,Other Write-ins,23,
Washington,,U.S. Senator,,Democratic,Paul S. Sarbanes,22362,TRUE
Washington,,U.S. Senator,,Republican,Paul H. Rappaport,23291,
Washington,,U.S. Senator,,Republican,Corrogan R. Vaughn,2,
Washington,,U.S. Senator,,,Other Write-ins,35,
Wicomico,,U.S. Senator,,Democratic,Paul S. Sarbanes,18946,TRUE
Wicomico,,U.S. Senator,,Republican,Paul H. Rappaport,12234,
Wicomico,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Wicomico,,U.S. Senator,,,Other Write-ins,14,
Worcester,,U.S. Senator,,Democratic,Paul S. Sarbanes,12064,TRUE
Worcester,,U.S. Senator,,Republican,Paul H. Rappaport,8186,
Worcester,,U.S. Senator,,Republican,Corrogan R. Vaughn,0,
Worcester,,U.S. Senator,,,Other Write-ins,11,
Anne Arundel,,Representative in Congress,,Democratic,Bennett Bozman,39859,
Anne Arundel,,Representative in Congress,,Republican,Wayne T. Gilchrest,70940,TRUE
Anne Arundel,,Representative in Congress,,Green,David M. Gross,52,
Anne Arundel,,Representative in Congress,,,Other Write-ins,127,
